EmployeeID,Name,Age,Gender,HireDate,YearsAtCompany,Department,Role,Location,AnnualSalaryINR,BonusPercent,PerformanceRating,TrainingHoursLastYear,EngagementScore,ManagerID,Location_Clean,AgeBucket,low_engagement,LastPromo_miss_flag,is_worst_mgr,PromotedLast12,SalaryRolePct,SalaryDeptPct,promote_prob_rf,promote_prob_log,promote_prob_rf_noleak,YearsAtCompany_sq,Engagement_x_Perf,SalaryPct_x_Years,ManagerID_te,Role_te,Department_te
AF100011,Maya Gupta,32,Female,2007-01-01,18.88,R&D,Analyst,Kolkata,374237,17.83,3,19,100.0,AF100092,Kolkata,30-34,0,0,0,0,0.0007385524372230429,0.0009940357852882703,0.0,0.0,,356.45439999999996,300.0,0.01394387001477105,0.5,0.3817504655493482,0.38264058679706603
AF100012,Sara Kapoor,39,Female,2008-05-18,17.51,Finance,VP,UAE,24693487,7.66,3,7,73.6,AF100489,UAE,35-39,0,0,0,1,0.6739130434782609,0.9979508196721312,0.0,0.0,,306.60010000000005,220.79999999999998,11.800217391304349,0.3157894736842105,0.4166666666666667,0.40328697850821743
AF100013,Sara Sharma,36,Female,2009-12-05,15.96,Operations,Analyst,Delhi,709173,10.2,3,37,80.4,AF100375,Delhi,35-39,0,0,0,0,0.4054652880354505,0.07282051282051281,0.0,0.0,,254.72160000000002,241.20000000000002,6.47122599704579,0.25,0.38632162661737524,0.37582128777923784
AF100014,Vikram Iyer,34,Female,2006-03-09,19.7,Marketing,Senior Manager,Chennai,6356242,12.96,2,28,83.7,AF100311,Chennai,30-34,0,0,0,1,0.6518324607329843,0.9179245283018868,0.0,0.0,,388.09,167.4,12.84109947643979,0.3076923076923077,0.42474916387959866,0.38744075829383884
AF100015,Deepa Kumar,30,Female,2019-01-27,6.81,HR,Manager,Kolkata,3695919,4.0,3,21,83.4,AF100033,Kolkata,30-34,0,0,0,0,0.594306049822064,0.7681017612524462,0.0,0.0,,46.376099999999994,250.20000000000002,4.047224199288256,0.3333333333333333,0.4159090909090909,0.4123456790123457
AF100016,Ananya Sharma,43,Female,2018-03-14,7.68,HR,Senior Consultant,Bengaluru,1555913,16.12,3,8,71.1,AF100441,Bengaluru,40-44,0,0,0,0,0.03314527503526093,0.37573385518590996,0.025,1.935178928877405e-06,0.405,58.9824,213.29999999999998,0.2545557122708039,0.21428571428571427,0.40602836879432624,0.4123456790123457
AF100017,Ananya Iyer,38,Male,2024-06-01,1.46,Finance,Manager,Pune,3714834,7.35,3,35,100.0,AF100049,Pune,35-39,0,0,0,0,0.604982206405694,0.7807377049180327,0.055,0.11212292805776726,0.37,2.1315999999999997,300.0,0.8832740213523133,0.4666666666666667,0.4171180931744312,0.40328697850821743
AF100018,Rohan Chatterjee,27,Male,2011-09-26,14.15,QA,Consultant,Bengaluru,1896251,8.62,2,3,68.6,AF100174,Bengaluru,25-29,0,0,0,1,0.7059530968129886,0.48787878787878786,0.0,0.0,,200.2225,137.2,9.989236319903789,0.4782608695652174,0.38432554634513943,0.3826086956521739
AF100019,Rohan Reddy,32,Male,2011-10-14,14.1,Marketing,Consultant,Kolkata,1297419,10.01,3,38,69.4,AF100282,Kolkata,30-34,0,0,0,0,0.24413710162357186,0.32452830188679244,0.0,0.0,,198.81,208.20000000000002,3.442333132892363,0.4666666666666667,0.37833714721586575,0.37514518002322883
AF100020,Rohan Verma,35,Female,2006-12-03,18.96,Marketing,VP,Mumbai,30974944,19.06,3,48,81.9,AF100247,Mumbai,35-39,0,0,0,0,0.8586956521739131,0.9981132075471698,0.0,0.0,,359.4816,245.70000000000002,16.280869565217394,0.23529411764705882,0.4857142857142857,0.3934040047114252
AF100021,Aditya Das,34,Female,2021-06-02,4.46,Sales,Consultant,Kolkata,1312441,8.64,4,37,75.1,AF100339,Kolkata,30-34,0,0,0,0,0.25917017438364404,0.30192502532928067,0.0,0.0,,19.8916,300.4,1.1558989777510524,0.2,0.37833714721586575,0.4108040201005025
AF100022,Vikram Patel,34,Male,2015-11-11,10.02,HR,Tech Lead,UK,4604828,16.03,4,18,81.0,AF100300,UK,30-34,0,0,0,1,0.47854077253218885,0.8473581213307241,0.0,0.0,,100.40039999999999,324.0,4.794978540772532,0.47058823529411764,0.4116022099447514,0.4127557160048135
AF100023,Vikram Chaudhary,31,Female,2019-09-01,6.21,Marketing,Senior Analyst,UAE,1314209,11.36,4,11,67.3,AF100483,UAE,30-34,0,0,0,1,0.6169554455445545,0.3330188679245283,0.0,0.0,,38.564099999999996,269.2,3.8312933168316836,0.375,0.3885003885003885,0.37410926365795727
AF100024,Rahul Reddy,24,Female,2018-06-20,7.41,Consulting,Manager,Kolkata,3285624,10.63,3,10,65.9,AF100105,Kolkata,<25,0,0,0,1,0.4386120996441281,0.765625,0.0,0.0,,54.908100000000005,197.70000000000002,3.2501156583629895,0.3,0.399108138238573,0.4173602853745541
AF100025,Ananya Reddy,25,Male,2011-02-19,14.75,Sales,Manager,Hyderabad,2447335,15.56,3,68,70.1,AF100276,Hyderabad,25-29,0,0,0,1,0.10320284697508897,0.6413373860182371,0.0,0.0,,217.5625,210.29999999999998,1.5222419928825623,0.4,0.399108138238573,0.4077791718946048
AF100026,Aditya Chaudhary,35,Male,2010-02-10,15.77,R&D,Engineer,Pune,1072432,10.33,3,14,70.2,AF100155,Pune,35-39,0,0,0,0,0.11367521367521367,0.18687872763419483,0.0,0.0,,248.69289999999998,210.60000000000002,1.7926581196581195,0.4,0.423728813559322,0.3982521847690387
AF100027,Anil Chaudhary,27,Male,2016-04-29,9.55,Marketing,Senior Analyst,Mumbai,987414,9.24,4,11,66.7,AF100145,Mumbai,25-29,0,0,0,0,0.23205445544554457,0.17547169811320754,0.0,0.0,,91.20250000000001,266.8,2.216120049504951,0.4666666666666667,0.3885003885003885,0.37410926365795727
AF100028,Anil Kumar,32,Female,2009-10-05,16.12,HR,Manager,Hyderabad,2909734,18.36,5,15,66.9,AF100048,Hyderabad,30-34,0,0,0,0,0.2713523131672598,0.6810176125244618,0.075,6.559621896507305e-06,0.55,259.85440000000006,334.5,4.374199288256228,0.5,0.4159090909090909,0.4123456790123457
AF100029,Deepa Gupta,35,Male,2010-08-21,15.25,R&D,Senior Manager,Hyderabad,5088448,5.99,1,23,69.4,AF100453,Hyderabad,35-39,0,0,0,0,0.38612565445026176,0.8717693836978131,0.0,0.0,,232.5625,69.4,5.8884162303664915,0.46153846153846156,0.4051863857374392,0.40473225404732255
AF100030,Kabir Joshi,28,Male,2013-06-25,12.4,R&D,Senior Consultant,Chennai,1679541,8.65,3,45,55.2,AF100408,Chennai,25-29,1,0,0,0,0.07052186177715092,0.4224652087475149,0.0,0.0,,153.76000000000002,165.60000000000002,0.8744710860366715,0.38095238095238093,0.4046140195208518,0.39097744360902253
AF100031,Vihaan Mehta,36,Male,2006-11-30,18.97,HR,Manager,Delhi,3519757,16.57,5,56,72.3,AF100084,Delhi,35-39,0,0,0,0,0.5355871886120996,0.7524461839530333,0.0,0.0,,359.86089999999996,361.5,10.160088967971529,0.26666666666666666,0.4171180931744312,0.4127557160048135
AF100032,Ishaan Chatterjee,25,Male,2018-12-01,6.96,R&D,Senior Manager,Kolkata,4285147,8.91,3,49,82.5,AF100056,Kolkata,25-29,0,0,0,1,0.2054973821989529,0.8260437375745527,0.0,0.0,,48.4416,247.5,1.4302617801047122,0.38461538461538464,0.40863787375415284,0.38681592039800994
AF100033,Ritika Verma,33,Female,2025-05-23,0.48,HR,Senior Analyst,Singapore,2045424,10.81,1,18,63.4,AF100169,Singapore,30-34,1,1,0,0,0.9245049504950495,0.5156555772994129,0.0,0.0,,0.2304,63.4,0.44376237623762377,0.25,0.39211136890951276,0.4127557160048135
AF100034,Neha Iyer,31,Female,2024-06-15,1.42,Finance,Consultant,UAE,2690279,7.24,3,33,70.1,AF100450,UAE,30-34,0,0,0,0,0.9116055321707757,0.6690573770491803,0.0,0.0,,2.0164,210.29999999999998,1.2944798556825015,0.4375,0.38237490664675133,0.396078431372549
AF100035,Neha Singh,30,Female,2007-09-05,18.21,Finance,Analyst,UK,1455035,10.97,5,10,94.5,AF100461,UK,30-34,0,0,0,1,0.9719350073855244,0.3831967213114754,0.0,0.0,,331.6041,472.5,17.6989364844904,0.42857142857142855,0.38632162661737524,0.40328697850821743
AF100036,Rahul Kumar,35,Male,2025-01-27,0.8,QA,Analyst,UAE,1587548,5.83,4,39,78.3,AF100221,UAE,35-39,0,1,0,0,0.9963072378138847,0.3747474747474748,0.0,0.0,,0.6400000000000001,313.2,0.7970457902511079,0.42857142857142855,0.3858695652173913,0.3826086956521739
AF100037,Arjun Nair,41,Female,2020-03-07,5.7,Delivery,Manager,Hyderabad,3915623,6.6,3,62,72.8,AF100216,Hyderabad,40-44,0,0,0,0,0.6574733096085409,0.7923771313941825,0.0,0.0,,32.49,218.39999999999998,3.747597864768683,0.4444444444444444,0.4159090909090909,0.4371859296482412
AF100038,Ritika Singh,36,Female,2011-05-04,14.55,Finance,Consultant,Bengaluru,1222529,12.21,3,5,56.2,AF100336,Bengaluru,35-39,1,0,0,0,0.17799158147925437,0.2694672131147541,0.0,0.0,,211.70250000000001,168.60000000000002,2.589777510523151,0.4375,0.37833714721586575,0.40328697850821743
AF100039,Ananya Dutta,36,Male,2008-07-22,17.33,HR,Senior Consultant,Chennai,2389493,4.36,3,28,82.2,AF100385,Chennai,35-39,0,0,0,1,0.4710860366713681,0.5939334637964775,0.0,0.0,,300.3288999999999,246.60000000000002,8.16392101551481,0.6875,0.4167393199651264,0.41911764705882354
AF100040,Kiran Jain,43,Male,2017-01-28,8.8,HR,Senior Analyst,Bengaluru,1018822,9.45,3,26,57.4,AF100234,Bengaluru,40-44,1,0,0,1,0.27042079207920794,0.17318982387475537,0.0,0.0,,77.44000000000001,172.2,2.3797029702970303,0.5,0.3885003885003885,0.4123456790123457
AF100041,Deepa Khan,39,Male,2009-11-29,15.97,QA,Senior Consultant,Pune,1474122,16.2,4,43,71.9,AF100113,Pune,35-39,0,0,0,1,0.013399153737658674,0.34444444444444444,0.0,0.0,,255.04090000000002,287.6,0.21398448519040902,0.42105263157894735,0.37964601769911505,0.3793969849246231
AF100042,Ishaan Chaudhary,30,Male,2012-05-06,13.54,Marketing,Senior Analyst,Mumbai,1273567,5.04,3,38,77.0,AF100287,Mumbai,30-34,0,0,1,0,0.5754950495049505,0.3113207547169811,0.0,0.0,,183.33159999999998,231.0,7.792202970297029,0.3333333333333333,0.3884169884169884,0.3934040047114252
AF100043,Anil Nair,37,Female,2013-04-27,12.56,Operations,Manager,UAE,5844628,7.78,4,52,56.2,AF100385,UAE,35-39,1,0,0,0,0.9083629893238434,0.9128205128205128,0.0,0.0,,157.7536,224.8,11.409039145907474,0.5625,0.4116331096196868,0.3888888888888889
AF100044,Kiran Gupta,37,Female,2021-02-26,4.72,Marketing,Senior Consultant,Pune,1691211,10.79,4,37,69.1,AF100172,Pune,35-39,0,0,0,0,0.07545839210155147,0.47641509433962265,0.0,0.0,,22.278399999999998,276.4,0.35616361071932295,0.4117647058823529,0.4167393199651264,0.38744075829383884
AF100045,Ananya Joshi,40,Male,2012-05-24,13.49,Sales,Senior Analyst,Chennai,889158,6.92,3,32,82.2,AF100427,Chennai,40-44,0,0,0,0,0.11076732673267327,0.09422492401215805,0.0,0.0,,181.9801,246.60000000000002,1.4942512376237624,0.34782608695652173,0.3884169884169884,0.40304182509505704
AF100046,Deepa Das,35,Female,2017-05-24,8.48,IT,Engineer,Bengaluru,2014730,11.83,3,7,77.8,AF100483,Bengaluru,35-39,0,0,0,0,0.7615384615384615,0.509865005192108,0.0,0.0,,71.91040000000001,233.39999999999998,6.457846153846154,0.5789473684210527,0.43071965628356607,0.40522875816993464
AF100047,Priya Jain,31,Female,2009-09-26,16.15,QA,Senior Consultant,UAE,3873858,6.82,3,34,79.3,AF100343,UAE,30-34,0,0,0,0,0.8716502115655853,0.803030303030303,0.0,0.0,,260.82249999999993,237.89999999999998,14.077150916784202,0.6666666666666666,0.40602836879432624,0.39
AF100048,Ritika Singh,21,Female,2024-02-18,1.74,Sales,Tech Lead,UAE,5903323,10.24,3,17,81.3,AF100043,UAE,<25,0,0,0,0,0.8004291845493562,0.9027355623100304,0.0,0.0,,3.0276,243.89999999999998,1.3927467811158798,0.3,0.40789473684210525,0.40304182509505704
AF100049,Deepa Patel,39,Female,2016-09-06,9.2,Sales,Analyst,Kolkata,616349,6.86,3,18,55.9,AF100426,Kolkata,35-39,1,0,0,0,0.2555391432791728,0.022289766970618033,0.0,0.0,,84.63999999999999,167.7,2.35096011816839,0.5333333333333333,0.3817504655493482,0.4077791718946048
AF100050,Deepa Gupta,23,Female,2007-06-04,18.46,Operations,Analyst,UAE,951802,16.0,3,10,73.8,AF100491,UAE,<25,0,0,0,0,0.7540620384047267,0.15487179487179487,0.0,0.0,,340.77160000000003,221.39999999999998,13.919985228951257,0.3333333333333333,0.38632162661737524,0.37582128777923784
AF100051,Vihaan Sharma,33,Female,2021-12-07,3.94,HR,VP,UK,20496125,8.06,5,6,77.4,AF100132,UK,30-34,0,0,0,1,0.42391304347826086,0.9941291585127201,0.0,0.0,,15.5236,387.0,1.6702173913043479,0.2777777777777778,0.45714285714285713,0.4072727272727273
AF100052,Priya Singh,43,Female,2009-11-28,15.98,Delivery,Senior Manager,Chennai,4452868,10.33,3,28,75.1,AF100295,Chennai,40-44,0,0,0,0,0.24738219895287958,0.8345035105315948,0.02,0.0009063887509141243,0.46,255.36040000000003,225.29999999999998,3.9531675392670156,0.36363636363636365,0.42474916387959866,0.4434673366834171
AF100053,Ritika Das,33,Female,2014-06-25,11.4,HR,Analyst,Pune,575177,13.19,2,37,88.0,AF100401,Pune,30-34,0,0,0,0,0.19054652880354506,0.022504892367906065,0.0,0.0,,129.96,176.0,2.1722304283604137,0.23809523809523808,0.3817504655493482,0.41911764705882354
AF100054,Vihaan Mehta,38,Male,2013-06-26,12.4,R&D,Analyst,Delhi,622585,5.62,4,0,96.0,AF100492,Delhi,35-39,0,0,0,1,0.2651403249630724,0.0437375745526839,0.0,0.0,,153.76000000000002,384.0,3.2877400295420975,0.42857142857142855,0.39757914338919925,0.38681592039800994
AF100055,Priya Dutta,25,Female,2015-06-22,10.41,QA,Senior Analyst,UAE,1834085,3.3,4,42,80.2,AF100423,UAE,25-29,0,0,0,0,0.8712871287128713,0.4585858585858586,0.05,0.16589880985585173,0.39,108.3681,320.8,9.070099009900991,0.5,0.3860322333077513,0.3843137254901961
AF100056,Rahul Gupta,23,Male,2008-02-20,17.75,HR,Director,Mumbai,10600110,4.02,3,16,85.1,AF100313,Mumbai,<25,0,0,0,1,0.43243243243243246,0.9686888454011742,0.0,0.0,,315.0625,255.29999999999998,7.675675675675676,0.5,0.39705882352941174,0.41911764705882354
AF100057,Ritika Nair,33,Male,2017-03-28,8.64,R&D,Senior Analyst,Pune,924382,5.57,4,7,71.4,AF100006,Pune,30-34,0,0,0,1,0.15346534653465346,0.1341948310139165,0.0,0.0,,74.6496,285.6,1.325940594059406,0.6666666666666666,0.3860322333077513,0.38264058679706603
AF100058,Sara Kumar,36,Male,2012-06-17,13.42,QA,Senior Consultant,Pune,2932640,16.95,3,59,94.1,AF100151,Pune,35-39,0,0,0,1,0.7200282087447109,0.697979797979798,0.0,0.0,,180.0964,282.29999999999995,9.662778561354019,0.4666666666666667,0.37964601769911505,0.3793969849246231
AF100059,Kiran Das,41,Female,2013-11-04,12.04,Finance,Manager,Delhi,3555461,2.5,3,36,56.3,AF100233,Delhi,40-44,1,0,0,0,0.5453736654804271,0.7725409836065574,0.0,0.0,,144.96159999999998,168.89999999999998,6.566298932384342,0.5555555555555556,0.399108138238573,0.396078431372549
AF100060,Neha Jain,21,Male,2011-08-14,14.27,Delivery,Manager,Delhi,3235827,21.22,5,31,82.4,AF100099,Delhi,<25,0,0,0,1,0.4208185053380783,0.7311935807422267,0.0,0.0,,203.63289999999998,412.0,6.005080071174377,0.3125,0.399108138238573,0.4434673366834171
AF100061,Aditya Bose,25,Male,2024-05-22,1.48,IT,Tech Lead,UAE,4741745,11.66,3,18,68.2,AF100363,UAE,25-29,0,0,0,0,0.5386266094420601,0.8639667705088265,0.035,0.12351648186307658,0.36,2.1904,204.60000000000002,0.797167381974249,0.25,0.4281842818428184,0.4028683181225554
AF100062,Maya Patel,31,Male,2015-09-27,10.14,Consulting,Senior Consultant,Chennai,2894348,7.09,2,29,91.8,AF100146,Chennai,30-34,0,0,0,0,0.7094499294781382,0.71484375,0.0,0.0,,102.81960000000001,183.6,7.193822284908322,0.375,0.40602836879432624,0.40567200986436497
AF100063,Vikram Bose,25,Male,2017-03-05,8.7,Sales,Tech Lead,Hyderabad,5134073,11.11,3,51,63.8,AF100352,Hyderabad,25-29,1,0,0,0,0.6330472103004292,0.8733535967578521,0.05,0.11068359827034384,0.455,75.68999999999998,191.39999999999998,5.507510729613734,0.375,0.4116022099447514,0.4108040201005025
AF100064,Vihaan Patel,31,Male,2017-04-03,8.62,IT,Engineer,Mumbai,1199780,10.97,3,30,81.3,AF100306,Mumbai,30-34,0,0,0,1,0.19658119658119658,0.21495327102803738,0.0,0.0,,74.30439999999999,243.89999999999998,1.6945299145299144,0.6,0.4275132275132275,0.42297650130548303
AF100065,Anil Reddy,27,Female,2019-01-02,6.87,QA,Consultant,Singapore,2698051,13.41,3,23,66.2,AF100379,Singapore,25-29,0,0,0,0,0.9164161154539988,0.6565656565656566,0.0,0.0,,47.1969,198.60000000000002,6.295778713168972,0.6153846153846154,0.3994060876020787,0.3793969849246231
AF100066,Rohan Kumar,21,Female,2013-08-08,12.28,Finance,Manager,Chennai,3384831,9.79,2,47,87.9,AF100231,Chennai,<25,0,0,0,1,0.4804270462633452,0.7540983606557377,0.0,0.0,,150.7984,175.8,5.899644128113879,0.42857142857142855,0.4171180931744312,0.40328697850821743
AF100067,Anil Bose,32,Male,2006-11-20,19.0,HR,Senior Analyst,Hyderabad,1135872,12.63,3,17,100.0,AF100302,Hyderabad,30-34,0,0,0,0,0.4207920792079208,0.2181996086105675,0.0,0.0,,361.0,300.0,7.995049504950495,0.55,0.3885003885003885,0.4123456790123457
AF100068,Aditya Chatterjee,33,Male,2013-03-02,12.72,HR,Manager,Hyderabad,2682873,11.26,2,29,83.1,AF100305,Hyderabad,30-34,0,0,0,0,0.17882562277580072,0.6467710371819961,0.0,0.0,,161.79840000000002,166.2,2.2746619217081854,0.42105263157894735,0.4116331096196868,0.4072727272727273
AF100069,Rahul Jain,36,Male,2015-07-15,10.35,Operations,Manager,Kolkata,3319560,5.84,3,39,97.6,AF100377,Kolkata,35-39,0,0,0,0,0.45462633451957296,0.7589743589743589,0.0,0.0,,107.12249999999999,292.79999999999995,4.70538256227758,0.125,0.399108138238573,0.3640960809102402
AF100070,Ananya Malhotra,21,Male,2010-02-05,15.79,Delivery,Senior Analyst,UK,1387824,8.93,5,31,84.7,AF100138,UK,<25,0,0,0,0,0.6862623762376238,0.32698094282848544,0.0,0.0,,249.3241,423.5,10.836082920792078,0.3,0.39211136890951276,0.42105263157894735
AF100071,Rahul Verma,28,Female,2014-07-19,11.33,Sales,Consultant,Singapore,2343767,14.28,4,10,66.2,AF100241,Singapore,25-29,0,0,0,1,0.8358388454600121,0.6251266464032421,0.0,0.0,,128.3689,264.8,9.470054119061937,0.4444444444444444,0.3994060876020787,0.40304182509505704
AF100072,Priya Chatterjee,34,Male,2023-09-02,2.21,Delivery,Engineer,Delhi,1482490,9.92,3,7,87.4,AF100417,Delhi,30-34,0,0,0,1,0.3854700854700855,0.35606820461384153,0.0,0.0,,4.8841,262.20000000000005,0.8518888888888889,0.0,0.42391304347826086,0.4434673366834171
AF100073,Maya Verma,32,Male,2023-07-14,2.34,R&D,Senior Analyst,Mumbai,1177318,14.94,1,1,82.8,AF100237,Mumbai,30-34,0,0,0,0,0.474009900990099,0.23856858846918488,0.055,0.0016301923475187195,0.41,5.475599999999999,82.8,1.1091831683168316,0.3333333333333333,0.3885003885003885,0.40473225404732255
AF100074,Deepa Verma,34,Male,2023-10-19,2.08,R&D,Manager,Singapore,4164285,4.4,3,11,65.3,AF100475,Singapore,30-34,0,0,0,0,0.7108540925266904,0.81610337972167,0.0,0.0,,4.3264000000000005,195.89999999999998,1.4785765124555161,0.23076923076923078,0.4171180931744312,0.3982521847690387
AF100075,Saanvi Dutta,37,Female,2022-09-20,3.16,Operations,Analyst,UK,1605712,12.76,3,33,87.3,AF100431,UK,35-39,0,0,0,1,0.9970457902511078,0.4276923076923077,0.88,0.20970394346915489,0.37,9.985600000000002,261.9,3.150664697193501,0.29411764705882354,0.3817504655493482,0.3640960809102402
AF100076,Rohan Dutta,29,Female,2021-03-04,4.7,Sales,Senior Consultant,Hyderabad,2274677,14.25,3,0,76.4,AF100242,Hyderabad,25-29,0,0,0,0,0.4090267983074753,0.6028368794326241,0.0,0.0,,22.090000000000003,229.20000000000002,1.922425952045134,0.36363636363636365,0.4046140195208518,0.40463917525773196
AF100077,Kiran Dutta,39,Female,2017-10-24,8.07,QA,Senior Analyst,UK,2211678,11.0,4,36,72.1,AF100175,UK,35-39,0,0,0,1,0.9622524752475248,0.5595959595959596,0.95,0.9285881388084137,0.45,65.12490000000001,288.4,7.765377475247525,0.4444444444444444,0.39211136890951276,0.37279596977329976
AF100078,Sara Gupta,38,Female,2009-05-14,16.52,Finance,Senior Manager,UK,11235783,11.15,3,15,68.4,AF100276,UK,35-39,0,0,0,1,0.9738219895287958,0.9723360655737705,0.0,0.0,,272.9104,205.20000000000002,16.087539267015707,0.4375,0.4045307443365696,0.40328697850821743
AF100079,Vikram Mehta,30,Male,2020-10-23,5.07,Marketing,Consultant,Delhi,1450523,7.37,4,38,73.2,AF100382,Delhi,30-34,0,0,0,0,0.3728202044497895,0.38301886792452833,0.0,0.0,,25.704900000000002,292.8,1.890198436560433,0.3333333333333333,0.3994060876020787,0.3934040047114252
AF100080,Vikram Das,36,Male,2010-10-09,15.11,Sales,Senior Consultant,Bengaluru,2175635,8.73,4,27,62.3,AF100226,Bengaluru,35-39,1,0,0,1,0.346262341325811,0.5805471124620061,0.0,0.0,,228.3121,249.2,5.232023977433005,0.5,0.40602836879432624,0.3949367088607595
AF100081,Rohan Chaudhary,24,Female,2015-11-02,10.04,Consulting,Senior Manager,Kolkata,3918027,16.22,3,28,63.6,AF100204,Kolkata,<25,1,0,0,0,0.12303664921465969,0.8076171875,0.0,0.0,,100.80159999999998,190.8,1.2352879581151832,0.2,0.4051863857374392,0.40567200986436497
AF100082,Arjun Nair,32,Female,2016-10-09,9.11,Marketing,Consultant,Delhi,1677096,13.16,4,28,92.1,AF100036,Delhi,30-34,0,0,0,1,0.5856885147324113,0.469811320754717,0.0,0.0,,82.9921,368.4,5.335622369212267,0.5714285714285714,0.39457831325301207,0.37410926365795727
AF100083,Kiran Jain,38,Other,2006-06-22,19.41,Delivery,Consultant,Mumbai,1234729,4.23,5,31,74.9,AF100408,Mumbai,35-39,0,0,0,1,0.19122068550811785,0.2477432296890672,0.0,0.0,,376.7481,374.5,3.7115935057125675,0.38095238095238093,0.38432554634513943,0.4306930693069307
AF100084,Vihaan Jain,29,Male,2008-07-04,17.38,QA,Senior Analyst,UAE,1953371,12.13,4,0,72.9,AF100041,UAE,25-29,0,0,0,1,0.9028465346534653,0.5050505050505051,0.0,0.0,,302.0644,291.6,15.691472772277226,0.4166666666666667,0.3860322333077513,0.3843137254901961
AF100085,Anil Das,39,Female,2022-01-20,3.82,HR,Senior Consultant,UK,3990626,7.13,4,27,64.0,AF100239,UK,35-39,0,0,0,0,0.885049365303244,0.7935420743639922,0.0,0.0,,14.5924,256.0,3.3808885754583917,0.5,0.4046140195208518,0.4072727272727273
AF100086,Saanvi Joshi,41,Male,2016-03-31,9.63,Operations,Engineer,UK,2215325,6.62,4,46,61.4,AF100155,UK,40-44,1,0,0,0,0.8290598290598291,0.5835897435897436,0.0,0.0,,92.73690000000002,245.6,7.983846153846155,0.4444444444444444,0.42659574468085104,0.3799237611181703
